Serie-1,Serie-2,Serie-3
-0.3123284815435444,-0.051964249505532176,0.4967141530112327
0.18312046527441217,-0.14757102500829722,0.06042136003330842
-0.15804684570857058,0.9639595638360322,0.7513313465958131
-0.5258769565697101,-0.5274815347060965,1.865019518444399
-0.07478364027140694,-0.13432982434822505,0.6486502974689731
-1.9587601639108267,-1.1892823836795856,0.3784446309153323
-2.0976772179815484,-1.4036020142336365,1.9756233030193295
-2.7242323996419735,-0.37867635841421454,1.7162482453654158
-2.296589417369944,0.9639441399653742,0.5965503186962171
-2.4393128005337426,0.7770748790394779,1.2075900529169192
-2.109227764000412,-0.6220384530526791,0.2856303320866873
-1.4312109491456966,0.9444482989211755,-0.05185841077592207
-0.6588560805453523,2.5725739262706355,0.3867674443733992
-0.3482016496475179,0.43846611226595433,-1.7006511977854921
-0.9367360863508088,0.20946392078227705,-2.3201266928783073
0.02656215208630819,0.03623099487927289,-1.7284217505384056
-0.4306760550732201,-0.15133845500626888,-2.1706535090687593
1.392845120522267,0.37086886088621185,-1.0171430265259642
1.2488469480825548,-1.0953954654114562,-1.8474374297800917
1.0571571115286145,-0.8288146665851797,-2.5270440149508806
0.8154530079907311,-1.0170535137899668,0.008935037494966158
-0.25724420287599026,-1.732668026335472,-0.8048877780591843
0.23770427949937867,-1.1502811014926935,-0.4860714975648094
-1.0957584072080206,-2.304587872538465,-1.840616666140474
-0.1275653418472269,-2.8653692520350913,-1.4469767829521794
-2.251023353806227,-0.8017065257366236,-0.8289057468418043
-2.3309631654445866,0.8064213462051405,-1.8584872107796926
-0.4158917590329465,1.303034187376096,-0.650694319309161
0.5893305332153554,0.13246716810139192,-1.2714733527044026
1.4598297945851224,0.37236349450952133,-1.068616955989277
-0.9050312099283454,2.055905794885475,-1.339922677103508
-1.5128738764104381,2.2760737294945947,1.02102268771789
-2.47808951912096,-0.5589675244764039,0.062409651632803084
-3.3868138838705084,-2.7161036033359784,-1.0023843177544842
-2.20956977007319,-0.8204098654962515,0.44372182948196176
-2.610563761071601,1.526389451826569,-1.1948841512267285
-1.9686813180714544,0.8473016065353838,-0.25870626598821855
-2.257762404206156,0.9358822618127436,-2.2501805746722527
-2.5126950192181368,0.9117613377922177,-2.3444624590843226
0.1152225324707723,0.39557189897442235,-1.1474343118389623
-0.09301180099061745,0.45354919488486833,-0.2582253638234089
-1.010141218749219,0.4284302244897233,-0.3305986418669208
0.6820674012020705,-0.2687734623724586,-0.4486745083577654
-0.6295251563280021,1.5493045304116817,-0.6137839893202048
-0.3826481348443388,2.2120451482099517,-1.8491077035878758
1.0365928666459534,0.08616396821410799,-1.6077215751180383
-0.3791069648891195,-0.6757664005480091,-1.4588783476963347
-0.12889631949009986,-1.240924163013307,0.07427505644576282
-0.4864947106895452,-0.24851721918065506,-0.01981055576249463
1.4477717786174127,-1.0911190069309742,-1.9163359158001143
2.556209844575024,-1.3324307423068986,-0.503768701100203
1.9321244876756318,0.5140219994206211,-0.917730829054397
3.627745046768063,1.0833455732449768,-1.2570737513829497
1.0254104328562879,0.9658696762169644,-0.12321391214310828
1.40972334444055,-0.779284263181466,0.6877578772451172
2.299742335446588,-0.061966279659375956,1.069086611913912
1.3259042268914258,0.4008700749768092,-0.3564602813379884
1.6954258964747706,1.2305681873734382,-0.2586935916325499
1.468201258267562,0.6508187273024695,0.24799350843800988
1.9243221037211398,1.4860516223083111,1.0414345613113416
1.6540703146152709,1.5908475560678952,-0.03624463964516028
-0.07751715011344262,1.0382949157848418,-0.022984993241829343
0.07064074413099786,0.1308467166702259,-1.0504593779339648
-0.7216154835792806,-0.6810953566126061,-1.5940401368254316
0.24636268694556712,-0.6702728224929819,0.015776362566120916
-1.8290920612454107,0.730809996777855,1.0438507896660405
-1.6673324365060038,0.25294909185366954,0.22057449872416943
-0.19855960709061704,-0.42946172082695455,1.2087965455034932
-0.24443349020842137,1.0877558021926839,0.927260102293619
2.2610652873921215,1.3339241840152796,-0.047966082789282716
1.020277128134989,0.10306253685619998,0.5810706411190375
-1.5232559034783852,0.10453875232519894,1.8583348371578337
0.5359448199095307,-1.2050582810032395,0.8356272040299277
0.0032384091021013806,-2.492295599537731,2.247475834681929
-0.1903899751663124,-0.6220497530559269,-1.4476218986698037
-1.433746292207536,3.059018823574431,0.7117030270752785
-0.9626627249149443,3.939295116387551,0.32764848814830455
-0.3148686033318958,3.927453331047073,-0.07170738724249229
-0.10577863700980583,2.3343664315959507,0.15399780692785545
-0.06392455547766661,-0.1272092020382415,-1.9010749796728095
0.5422962535119618,0.6996623006243358,-0.9455043057354025
0.4209079751100525,-0.446787161144659,-0.31142211794157076
-0.6657483876784375,-3.6958683442782045,1.085911321783561
0.07863628281725066,-1.5775745643980605,-0.24069877874340506
0.3419850105088009,1.3305575525214612,-0.7937445385784527
2.128458372138999,1.4287324217249613,-0.8133552332900237
1.2151495670748012,2.0439075278687806,0.4654207485038698
0.1943436044707234,1.8506049632983648,0.3349268613819506
1.6282990589570856,0.8821023946610559,-0.39331915852535215
1.6079197860141994,-0.8114011580144878,0.41051618779988985
0.7293196777020385,-0.8671608801000212,0.22018352634260985
-0.36597241963770943,-1.2720765951651416,1.105960791867761
1.5839378539719466,-1.1958343077880131,-0.2047424565962992
-1.0156981381939774,1.6445587989105586,-0.21063487432386663
-0.6644606688196047,1.5421251753221081,-0.42955119395214364
-0.350573172681433,0.5238478675922755,-1.6503126420409704
-1.422596853482182,-0.4302438334746054,-0.43872385731535296
-1.0029206048903765,2.1170582178973127,-0.2083719244982235
-0.43068446921116504,-0.16130853347745977,-0.26600619182807367
-0.9207206150957765,-2.3151581382965913,-0.44943746949459024
-1.8736703104246122,0.2970915071702629,-1.6810858642960276
-1.8273084420161039,-0.08845690608716295,-1.1993657173820154
-1.583624693841521,-1.3196689510648898,-1.1339489613262383
-0.2063816722341998,-0.04758370497594311,-1.5723506316719018
-1.6145245298356616,1.1042879904453975,-1.098255309314883
0.6421806655428901,1.2065206238014783,-0.41003910597096443
-1.0315408131723665,-0.37832637155783994,1.3965342737079434
1.0691143953300455,0.15395896076149518,0.5373308713139815
2.400188107840488,-0.6824802692135481,0.6175839626412141
2.8198495856833237,-1.7643747381274524,0.3166010980576983
1.941899863158078,-1.6390976658655072,-1.6357119705464158
