Serie-A,Serie-B,Serie-C,Serie-D
0.0,0.0,0.8696059201056602,0.057489645869634974
-0.13826430117118466,0.0,2.225243778910611,2.7069037252145973
0.5647299573979817,0.21850458174815535,2.638678682134312,0.6821981360398066
1.8618678308468144,0.8159627559360049,4.515474494692378,0.5428730963122976
0.8829673237847526,0.5084716202895628,3.741685295588805,-2.1197122819598384
0.295643437321671,0.2899876659567474,2.4970305922773877,2.2425071320544414
1.756598877900394,1.3300581092535715,0.7183103433731091,2.1909683622821507
1.821394055893145,0.0824592740510171,2.214354654862292,5.37650944661092
0.6233620476009347,0.6346111554886504,2.8687203112163497,0.5844435300939983
0.9165772721465255,-0.10611537849962407,2.8131356403058945,1.7883006553278777
0.08652867047545298,-0.15464831509315594,3.0931042666257147,1.9987673674215105
-0.41381255128498506,0.9292784546434119,1.9676152193273382,4.804906559526948
-0.006325259204956912,1.3095004140134587,4.413367198944164,1.6094089352260956
-1.917075400180772,1.5558508660908106,4.542588380919391,2.508043051540678
-2.875163072621496,1.9598585298510574,4.651983175524284,3.3157930194330785
-2.2873853728138704,0.9177961360101151,5.377749799422976,2.623218246312716
-2.3852623440227463,1.0840985342576421,5.85875903115969,1.5071327708989433
-1.1169100738183737,0.03701088154385363,6.0826430554388216,2.938179985796615
-1.578170119812235,0.3736188655802033,5.292168599993509,4.847263499719544
-2.3592057732226324,-0.061139905101500344,5.763636957129505,0.7969694011778796
0.05012530498797463,0.12917434355540852,7.645661453604539,3.265939348293752
-0.19570111749375088,0.6046120916229674,8.991081499759517,1.7497583701216535
-0.04989246580832668,-0.49154338101720024,10.584268126398914,5.690093257849685
-1.4546836656984528,1.861824041699798,10.07305244996773,0.4036261904324503
-1.4171929239442544,-0.2052899486270136,9.083447629709148,2.482156305456823
-0.7393931646566865,-1.089481120831945,8.9576607096095,4.504423750129042
-1.5946294762163147,0.24921135265629113,9.013385621898195,7.031048058468681
-0.5810796673841168,1.0064615468766502,10.107577140369143,3.918499477854024
-0.949286490349275,1.3673844260836434,8.415112510654323,3.0896009466136034
-0.8612656440028418,1.1779042259792383,9.944662830114936,8.11231413888118
-1.1184659986311019,0.4891619269008719,9.786654931535947,1.603972199167512
1.1811985853302767,-0.7148741051300049,9.359773861588527,0.2523880867598356
0.6952219264602321,-0.3764966594032638,8.34766948632836,5.680028900106665
-0.640577773079761,-0.908435743860998,6.692812814462592,3.945891551294778
0.43819824825533243,0.6592802451198133,7.515983398424506,3.057534365738573
-0.9579247010178228,0.13735397175310343,7.58930136561291,6.666712894598707
-0.36589122560593823,-0.6064899675182555,6.299340465871856,5.887601427542397
-2.1792048592433386,-0.7782516544998908,5.00426169380824,4.421842738526543
-2.635708964444434,0.004589374411374164,4.6684769945181115,3.1393912026582114
-1.3845641427975368,-0.4536745781620605,6.337498519807505,7.594914656560289
-0.09227190568311161,-0.9802032356857314,6.0779071684439,7.300402355917322
0.11600513778010353,-0.33654035213249583,4.574764215325795,5.951648272441234
-0.04604519972017841,0.12014405818474949,4.32902115123985,9.993273992095332
-0.3287308154213958,-0.31135372636919467,4.05629758149218,4.309830467347695
-1.6757604796202648,-0.6510199219712708,1.359410938550608,3.548949658150522
-1.7253004961668674,-0.155552168062864,1.3051160720327957,5.366183860237511
-1.4958190686599078,-1.4733708645040027,1.0741815418241176,6.8088279672890035
0.15963078502297112,-2.0618909639179264,1.770387906637536,7.536678898645383
0.4393967605822441,-1.856601410889911,3.6193440015828813,6.71752788428734
-1.4994020990133876,-0.9949083946510318,4.745909031130639,8.054110793028594
-0.5755572900132375,-0.011349276633649846,4.477020340575808,4.996921151619112
-0.730416654424259,1.566775854235,3.3704944318341377,10.537529208146518
-1.1151719929605142,1.6886100013561967,5.9438542350839985,7.635697643214862
-0.057426906935440614,0.7114981467224482,6.003072669098486,10.184591663176255
0.9965433783346865,0.1583124140762034,6.017001961011433,8.785450692755408
1.5292061461170103,-1.0600190275781816,5.992876873901429,9.163506438307568
0.07830616444756766,-0.525482680682101,6.190961634669284,9.539534560464409
-0.262228677182674,-0.5986740163076759,6.046601222745341,9.445417120034628
0.17392622509395955,0.17283530008030334,5.472939215865105,9.985445519735087
1.079900862178735,-0.7524692550593197,4.926080274624713,11.508305060264863
0.16876627946195094,0.20254661056643763,4.8933270044087145,9.39304233940294
-0.08439920898664656,1.544242887057467,4.34990223327495,10.568007515177024
-1.1569744993980162,0.813413262316783,3.637056450597785,9.120528611425545
-1.8903913237194805,0.807153321771286,3.743486678289682,12.330234430898944
-0.32170897183749014,0.858371808223526,3.4885094608688267,8.24721539588146
1.1632146454683288,0.06436504059940243,4.992502449451515,13.35188086582163
0.6259186657006635,0.2305254433808324,2.341532641058503,9.819684098711313
1.3790840973124223,0.004272500121252368,3.433039492980965,7.188449795763903
1.1890864834350876,0.17120004348285417,4.679124685478594,10.456208829821577
0.06833213545592831,-0.7203940143465122,2.6057344530704443,8.987896685050238
0.40239488678197094,-0.332691888104141,2.2630468589900956,12.181287097977448
1.7794734985351517,0.2783504432182812,1.891605992994304,9.344752041395218
1.0318580600111393,1.7074958056954495,0.48409429827648287,9.907633133570439
2.18375849182069,1.8342421173563626,-0.29372238931439243,7.170918538108937
-1.3094900089973305,3.068160952892672,-1.4042982347802213,10.195387361501846
0.03620849897682554,0.5970249136932907,0.3479722086434014,6.402241346742087
0.10877216762426654,1.1346015925301203,1.2836506017908627,8.232194353028554
-0.23374404989130754,0.3892980552322759,2.5552056967850216,13.070829312288593
-0.04848565339928221,2.5431701271030516,3.2768777608282567,13.271600317301663
