"serie_A","serie_B"
-1.50415787488382,-1.67790580644748
-1.06199655518685,-2.26460689684008
-1.8746597552224,-0.0940687826704248
-1.16796178756102,-0.635853830843136
-1.47579015419969,1.11666160121749
-0.63955476732814,1.13883578176992
-0.311544370304568,0.726309412124339
0.82875597919419,-0.844079012112523
-0.0325928182993182,-1.44462246877915
-0.841025005399315,-1.14664783987304
-1.18061406179474,-1.99583440319002
-0.556021628725258,-1.28304680126908
-0.540094950231251,-1.76477219911264
0.139704855055117,-0.75430962558455
0.265012485370724,-0.560556869952207
0.138225320592057,0.75768801376657
-0.157667415321163,-0.12638315335425
-0.887946158836499,-0.744679792133543
-0.722291032982625,-1.25359507732657
-1.23937397549247,-0.622084201631552
-1.70345022084993,-0.656874987656516
-1.71234555158983,0.0822371704173067
-0.00809304260133592,0.151923646354179
-1.23988458053766,0.156828399590133
-1.61225059802797,-0.161353655686444
-0.234696397352149,-0.876113071772548
-0.00442041745008592,-0.736757241240868
1.58984172918404,-1.34593287357479
0.343409050872243,-1.76075424085657
-0.459679402649808,-1.89579721571
-1.98100575730375,-0.215551096969735
-1.07628613375225,-1.45176838303879
0.642172151377239,-1.61284990414776
-0.272189165675456,-0.510535389166732
0.598302900158756,-0.156228008897822
0.0695452271009971,1.57932619460416
-2.26471481209916,0.260136940388681
-0.492679751187649,-0.250918119358166
0.881191667853667,-2.02858421897969
0.847103631210232,-1.06585528942452
1.12189441915617,0.413016652566037
0.273722025174088,-0.331589643121535
-0.878648151354501,0.633923823938479
-0.0821991385618864,-0.0716687532013364
0.285602495219786,-2.12609072705377
0.730427753021918,-0.535172943343562
0.224491098586476,0.595857054543251
0.427402429190141,0.918184068395971
1.69941383302635,1.13893914900099
0.994332911773216,0.309884248401042
-0.592295887473658,-0.719537650474032
1.78544894236846,-0.0603655023142701
1.06852559070842,0.213482097669081
-1.66618180510627,0.788062084214969
-0.674702710896907,0.216688507149689
1.62192955131116,0.507594216586309
0.317130052463797,1.70415307136033
